End use,CDIV,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY,AK,HI
cooking,8,0.0,0.0,0.292499573,0.0,0.241813315,0.0,0.0,0.0,0.0,0.0,0.0,0.070078023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048408224,0.0,0.0,0.0,0.0,0.0,0.089298935,0.123668774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.108121191,0.0,0.0,0.0,0.0,0.0,0.026111965,0,0
cooking,9,0.0,0.0,0.0,0.749709245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090928432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.159362324,0.0,0.0,0.0,0,0
drying,1,0.0,0.0,0.0,0.0,0.0,0.233196698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.445336628,0.0,0.104890786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.097085743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.070694593,0.0,0.0,0.0,0.0,0.0,0.0,0.048795553,0.0,0.0,0.0,0.0,0,0
drying,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222953648,0.0,0.0,0.401598039,0.0,0.0,0.0,0.375448313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
drying,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.251785482,0.143844955,0.0,0.0,0.0,0.0,0.0,0.0,0.216627711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.258472926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.129268926,0.0,0.0,0,0
drying,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152708004,0.0,0.0,0.0,0.139150781,0.0,0.0,0.0,0.0,0.0,0.0,0.259101232,0.286215677,0.0,0.0,0.0,0.035269424,0.087055261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040499621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
drying,5,0.0,0.0,0.0,0.0,0.0,0.0,0.008616501,0.015467033,0.318846076,0.156104441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091759212,0.0,0.0,0.0,0.0,0.0,0.0,0.164175743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08085525,0.0,0.0,0.0,0.0,0.132732035,0.0,0.0,0.0,0.031443708,0.0,0,0
drying,6,0.258235474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.237113009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.148314778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.356336739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
drying,7,0.0,0.085665026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122161983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11181737,0.0,0.0,0.0,0.0,0.0,0.0,0.680355622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
drying,8,0.0,0.0,0.293116186,0.0,0.238347628,0.0,0.0,0.0,0.0,0.0,0.0,0.073174649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04953262,0.0,0.0,0.0,0.0,0.0,0.088368507,0.120747808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.110243808,0.0,0.0,0.0,0.0,0.0,0.026468793,0,0
